rank,current money,money earned by selling shares,money earned by payoff,money lost by buying shares
1,14.265978,10.61731,0.0,0.0
2,13.619082,13.442871,0.001051498,4.4593277
3,13.21917,9.70459,0.79337335,2.1917725
4,13.0648575,8.066986,4.486962,4.8094025
5,12.980816,0.10687256,3.8170485,1.7905273
6,12.709163,4.9402466,7.1791153,10.329964
7,11.395117,3.5561829,7.6887817,10.9370575
8,11.114265,9.519653,0.0,0.0
9,10.994673,6.1674805,0.0,0.0
10,10.652539,9.452515,0.0,0.0
11,10.556533,0.0,0.011745255,1.6590576
12,9.848265,7.904663,0.0,0.0
13,9.689182,0.43014526,4.9106827,11.030067
14,9.649212,9.302368,0.23444957,11.347046
15,9.379919,4.9075623,0.9745194,2.8728333
16,9.055687,7.6978455,0.10674524,0.91552734
17,8.986228,4.7721252,1.7180163,1.9881439
18,8.864696,3.6506653,0.0,0.0
19,8.417567,3.5183716,0.74320847,5.1153107
20,8.201475,2.4049377,0.0,0.0
21,8.171071,6.7487793,0.0,0.0
22,8.037793,6.097168,0.0,0.0
23,8.0249,4.6881714,0.0,0.0
24,8.011599,4.8825684,0.6695945,8.001587
25,7.861557,6.0947266,0.0,0.0
26,7.74524,3.6408691,3.679743,1.8361816
27,7.7391405,4.6421356,0.0,0.0
28,7.718455,4.6262207,0.81877947,7.682953
29,7.6829734,6.2021484,1.0338383,2.5678253
30,7.608923,6.4995117,0.0,0.0
31,7.5608664,2.5585938,0.0,0.0
32,7.314585,6.034668,0.5329967,8.82634
33,7.3137426,3.4870605,3.7335696,4.6917496
34,7.277399,4.619293,0.0,4.023239
35,7.0795975,2.4974823,4.2565346,3.3982544
36,6.6772614,6.3217773,0.13239205,0.7229004
37,6.5768642,3.6489258,0.0,0.0
38,6.478172,4.6394653,0.0,0.0
39,6.46225,4.203369,4.2782804E-6,6.0127945
40,6.460583,4.6876373,0.05429778,3.0142975
41,6.4489293,2.4428558,3.3766751,3.6096954
42,6.443241,0.8900299,3.8001869,10.517883
43,6.4431453,2.5494385,0.002415096,1.164032
44,6.4029455,4.5930023,0.0,0.0
45,6.4008517,4.754822,0.8184276,10.619728
46,6.2453594,3.5602112,2.3406699,6.0423584
47,6.198824,1.6835938,2.2131062,4.871338
48,6.1925483,1.6099243,3.8217697,1.2120972
49,6.1001687,3.4727783,0.10970828,6.152893
50,6.0851417,0.11074829,0.11148618,6.957489
51,5.991392,0.41586304,0.0,0.0
52,5.8766055,1.6193848,1.6856937,1.4421844
53,5.84898,0.10261536,0.0,0.0
54,5.802369,4.541519,0.21876512,4.253769
55,5.798513,3.791748,0.0,0.0
56,5.792103,0.0,0.0,0.0
57,5.671089,0.92926025,0.011874761,2.0524597
58,5.5495653,4.9594727,0.0,0.0
59,5.501671,3.6672363,0.6434593,10.020325
60,5.4537125,0.90930176,0.0,0.0
61,5.442944,0.1104126,4.1385922,11.8363495
62,5.44071,0.11000061,0.040868904,0.35604858
63,5.387775,2.4591064,0.0,0.0
64,5.326701,4.6672363,0.49130714,2.2241974
65,5.3129168,2.5006104,0.0,0.0
66,5.300386,1.6287231,0.0,0.0
67,5.181111,0.10681152,0.0,0.0
68,5.1525693,0.91030884,0.0,0.0
69,5.1425037,0.4065857,0.0,0.0
70,5.1379275,3.6225586,0.026286293,4.111267
71,5.1228514,0.4571228,4.284886,7.4342346
72,5.1096225,0.103881836,1.8526655,2.0386124
73,5.0269213,3.630249,0.0,0.0
74,4.8885007,2.4865723,0.83039224,3.6559982
75,4.8490257,2.4938202,0.0,0.0
76,4.653091,1.7000732,0.20413494,4.2155
77,4.650688,3.4664612,0.0,5.4201508
78,4.6451097,1.6588135,0.92015505,3.9193268
79,4.6171637,0.0,1.9367878,1.1530838
80,4.4409585,4.341797,0.0,3.9068298
81,4.401682,0.4072876,2.29015,3.006546
82,4.396685,1.7056885,0.0,1.838501
83,4.3866253,1.6760864,0.0,0.0
84,4.375168,3.4805603,0.7256586,7.9851074
85,4.375035,1.6661377,1.9073814,2.7700195
86,4.3538055,0.40878296,0.04082,6.788452
87,4.346616,0.10406494,0.37802607,4.889511
88,4.318197,1.6225586,0.0068535414,7.0010376
89,4.309516,0.107910156,2.586168,2.4929047
90,4.270102,2.4630737,0.0,0.0
91,4.2505193,3.5302734,0.0,0.0
92,4.2123175,0.43017578,1.4183159,8.23645
93,4.1969266,2.4720764,0.0,0.0
94,4.1244574,0.91415405,0.0,0.0
95,4.085121,0.10101318,3.6643538,1.6226807
96,4.0845375,1.0049286,1.5641226,3.3092117
97,4.032858,2.0769043,5.520065E-5,2.183342
98,4.026786,1.5822754,0.0,0.0
99,4.0102167,1.5792236,0.0,0.0
100,4.006685,1.6463013,0.0048535755,0.85913086
101,3.972518,1.0274506,0.0,0.78790283
102,3.9507704,0.10292053,0.0,0.0
103,3.9405923,3.469574,0.0,3.234375
104,3.909668,1.5786133,0.0,0.0
105,3.9078116,0.10168457,0.0,0.0
106,3.838405,0.11114502,0.0,0.0
107,3.7467163,0.88993835,0.0,0.0
108,3.7193015,0.43249512,0.0,0.0
109,3.7136455,0.9055023,0.0,0.0
110,3.711742,0.111846924,2.5424838,8.754898
111,3.6943188,0.9012451,0.99937,2.299652
112,3.6533172,2.0743408,0.005729418,6.6748657
113,3.6453912,0.11073303,0.0,0.0
114,3.629963,0.0,0.0,0.0
115,3.6255236,2.464447,0.0,0.0
116,3.6240964,0.9087982,1.2545189,5.007324
117,3.6089816,0.0,0.0,0.0
118,3.575201,0.0,0.0,0.0
119,3.4686213,2.4639893,0.0,0.0
120,3.4666822,0.10925293,0.0,0.0
121,3.4368353,0.9494934,0.0,0.0
122,3.4365735,0.42260742,0.0,0.0
123,3.435084,2.6486206,0.0,0.0
124,3.4238093,2.526245,0.0,0.0
125,3.3950286,0.111083984,0.0,0.0
126,3.3911963,2.761917,4.5782368E-4,5.0629883
127,3.3877227,0.0,0.0,0.0
128,3.3395662,0.4161377,0.0,0.0
129,3.3293524,0.0,0.0,0.0
130,3.3151083,0.0,1.8094062,2.6762772
131,3.2886653,1.5947266,0.0,0.0
132,3.282274,2.6430511,0.021508915,5.183563
133,3.2670522,1.5994873,0.0,0.0
134,3.2618437,0.10473633,0.0,0.0
135,3.2423463,0.0,0.0,0.0
136,3.212285,0.10484314,0.0,0.0
137,3.2106051,0.103271484,0.0,0.0
138,3.207872,0.0,0.0,0.0
139,3.1274214,1.6191406,0.0,0.0
140,3.1233745,0.10510254,0.0,0.0
141,3.1049042,1.6005859,0.6720995,3.183197
142,3.0994744,0.92422485,0.20044552,9.476074
143,3.0818806,2.77359,0.0,2.4232483
144,3.0375538,0.11994934,1.0250244,3.523178
145,3.0093913,0.10513306,1.4331026,2.3240662
146,2.9932327,2.5320435,0.0,0.0
147,2.9530437,0.0,0.020409416,2.6013794
148,2.9162953,0.41088867,0.97391397,2.243576
149,2.9105425,0.93452454,0.5852719,1.9165802
150,2.8807669,0.40838623,0.0,0.0
151,2.8742242,0.40234375,0.0,0.0
152,2.854145,0.10455322,0.0,0.0
153,2.8261943,0.898407,0.0,0.0
154,2.8128753,0.10522461,0.0,0.0
155,2.7937207,0.44152832,0.0,0.0
156,2.778785,0.41223145,0.0,0.0
157,2.7692556,1.5744019,0.0,0.0
