rank,current money,money earned by selling shares,money earned by payoff,money lost by buying shares
1,15.378422,9.200439,5.1426134,5.7620544
2,13.030289,11.57605,0.0,0.0
3,12.820396,7.5113525,4.915006,7.4904785
4,12.270907,6.3945312,5.0342364,7.3128433
5,12.203845,7.959717,0.08494489,9.022041
6,11.45944,9.547119,1.8924143E-4,3.3681335
7,11.450878,6.290039,0.0,0.0
8,11.44733,9.604492,0.0,0.0
9,11.2113,9.680176,0.0,0.0
10,11.152779,6.203491,0.0,0.0
11,11.08721,7.5289307,0.0628321,1.180481
12,10.9197645,3.9052734,5.5486035,8.471672
13,10.847423,9.431152,0.0,0.0
14,10.692655,4.8586426,3.508593,0.90625
15,10.600276,7.8939514,0.0,0.0
16,10.461022,5.361145,0.0,2.8268738
17,9.956408,3.5837402,3.357163,1.5670776
18,9.812309,6.036133,0.7205789,2.011322
19,9.756861,6.2890625,2.8687015,1.5554504
20,9.689822,6.2255096,0.0,4.159935
21,9.57326,0.66967773,6.8773775,9.720322
22,9.409712,0.107421875,8.988169,14.330063
23,9.271297,6.0927734,0.0,0.0
24,8.754036,7.788208,0.4434034,1.346817
25,8.670575,6.180664,0.0,0.0
26,8.6547,7.7651367,0.0,0.0
27,8.459242,4.7005615,2.4450903,4.2839355
28,8.32843,6.182617,0.09891277,3.4752197
29,8.271671,3.5009766,0.0,0.0
30,8.248113,6.375244,0.0,8.318909
31,8.154057,4.768921,1.6227376,1.3985443
32,7.8150773,7.773926,0.0,0.0
33,7.4740067,3.4370728,0.0,0.0
34,7.173462,0.0,5.388582,3.4421387
35,7.0890913,4.844116,0.0,0.0
36,6.9643826,2.600708,3.3790405,2.048523
37,6.8452673,0.92578125,4.802944,7.0303955
38,6.782414,1.6481934,0.0,0.0
39,6.681345,0.10371399,5.0208817,3.335495
40,6.6043777,4.720215,0.0,0.0
41,6.4681034,1.6352539,0.0,0.0
42,6.3868365,6.053955,0.11345674,3.100891
43,6.370671,4.755249,0.0,0.0
44,6.346588,0.0,5.977703,11.7573395
45,6.2632065,0.0,6.1482234,3.3141632
46,6.196717,2.6921844,2.625111,10.248322
47,6.143334,1.6804199,0.0,0.0
48,5.985468,4.188385,0.8284939,3.9193268
49,5.8080473,3.5405273,0.52064437,0.6809387
50,5.801277,2.4263763,0.0,0.0
51,5.7965374,0.8952942,0.0,0.0
52,5.792103,3.4766235,0.0,0.0
53,5.749535,0.412323,3.0888877,2.95578
54,5.7463646,4.7731934,0.0,0.0
55,5.6918097,0.10498047,4.2174106,3.7492676
56,5.6458893,3.5002441,0.0,0.0
57,5.60035,4.935547,0.0,0.0
58,5.575529,1.7192383,0.85169405,1.0907593
59,5.5652494,0.0,5.272427,3.7724762
60,5.5340137,2.5616455,0.0,0.0
61,5.528294,1.6088867,1.3013853,6.5252686
62,5.415758,3.4768066,0.0,0.0
63,5.320312,3.4899902,0.0,0.0
64,5.2958536,2.441864,0.0,0.0
65,5.284839,2.6202393,0.0016095827,4.055603
66,5.2275343,2.5463867,0.0,0.0
67,5.2140303,0.41333008,4.74713,4.603195
68,5.1916876,2.4884796,1.3081962,12.368607
69,5.191392,0.42114258,4.0852575,5.760956
70,5.1868777,4.842407,0.07040839,4.1930237
71,5.107276,4.6349792,0.2103505,2.5868988
72,5.097645,4.1240845,0.3944465,10.50705
73,5.0742993,4.5997314,0.0,0.0
74,5.0646706,0.94885254,1.665565,2.2437668
75,5.0553236,1.6459961,0.0,0.0
76,5.0022726,0.9081116,0.0,0.0
77,4.9129796,0.9484863,3.6749544,2.5968933
78,4.874293,0.12023926,0.0,0.0
79,4.8271923,1.1894073,2.340019,6.6636505
80,4.824698,2.520752,4.4015734E-4,7.517189
81,4.784862,0.42547607,0.0,0.0
82,4.735918,1.6616211,1.1815591,5.42202
83,4.7329454,0.91799927,2.831792,1.0192261
84,4.7269053,0.4328003,3.3816223,4.4161835
85,4.7107906,2.598877,0.0,0.0
86,4.703189,1.5922852,8.984024E-5,4.15625
87,4.6777167,0.0,0.0,0.0
88,4.668294,2.5231934,0.40528253,5.6011047
89,4.6488385,0.41870117,0.0,0.0
90,4.6344876,2.4503326,0.0,0.0
91,4.610378,0.107788086,0.0,0.0
92,4.6089644,1.6478271,0.0021339352,1.4873047
93,4.5444107,0.13899231,3.3295367,13.774887
94,4.5294976,1.6948242,0.0,0.0
95,4.5058155,1.6175537,0.16819593,13.86734
96,4.48423,3.5288086,0.18762775,7.4333344
97,4.372034,3.5408936,0.04692646,3.254837
98,4.2716274,0.42382812,2.742206,1.113739
99,4.2422605,0.10644531,0.0,0.0
100,4.239094,0.0,0.0,0.0
101,4.181979,0.16552734,2.9143958,6.103264
102,4.1392403,0.103271484,0.0,0.0
103,4.108342,3.6383057,0.0,0.0
104,4.0967035,0.107055664,1.6771985,6.8129272
105,4.0933557,3.4900818,0.0,3.9140167
106,4.0733323,1.5795898,0.0,0.0
107,4.0424056,0.106933594,1.5448556,3.6195526
108,4.0154157,0.42871094,0.30406722,5.306076
109,4.0137115,3.4768066,0.0018071732,2.5864563
110,4.0059915,1.564148,1.2710279,6.656891
111,3.992084,3.6738281,0.24108303,3.3579407
112,3.9702818,0.41381836,1.949734,7.029297
113,3.950037,0.40100098,0.0,0.0
114,3.9130588,0.0,0.022208802,5.063507
115,3.9092822,0.10900879,1.8072602,6.211731
116,3.9077082,3.469574,0.0,0.0
117,3.8478498,0.103637695,0.8416177,3.364029
118,3.8334599,0.11071777,3.7155385,2.541504
119,3.806127,0.1081543,0.0,0.0
120,3.7952218,0.92019653,0.0,0.0
121,3.7750688,2.4344635,0.25928938,3.3892822
122,3.7329702,1.62677,0.0,0.0
123,3.7272599,1.6313477,0.0,0.0
124,3.7238348,0.41748047,0.0,0.0
125,3.7053933,2.4853516,1.5156805E-4,4.51268
126,3.6716628,2.56958,0.0048232456,2.8370667
127,3.648668,0.91186523,0.0,0.0
128,3.629963,3.4680176,0.033530872,2.6582184
129,3.6144254,2.4524689,0.017630734,2.7855835
130,3.6089816,1.6622314,0.0,0.0
131,3.580581,0.0,2.2135966,6.246582
132,3.575201,0.103637695,1.9289227,2.1765137
133,3.572342,0.41796875,1.7562217,3.5544586
134,3.571535,1.6291504,0.33305162,3.2419739
135,3.5346582,0.94628906,0.0,0.0
136,3.3877227,0.40213013,2.7694833,8.579071
137,3.3646894,0.10586548,2.7732618,1.9476929
138,3.3574293,0.4234619,0.0,0.0
139,3.3367286,0.103881836,0.0,0.0
140,3.3293524,0.4109497,1.6443194,4.3008194
141,3.3073263,1.6152344,0.0,0.0
142,3.2868063,1.5628052,0.0,0.0
143,3.2839446,1.5844116,0.0,0.0
144,3.2423463,0.93196106,0.0,0.0
145,3.2146604,0.41064453,2.0647106,2.287262
146,3.2103033,1.6080322,0.0,0.0
147,3.207872,1.6914062,0.0,0.0
148,3.1571074,0.43798828,0.0,0.0
149,3.1551397,0.0,0.0,0.0
150,3.120111,0.41967773,0.0,0.0
151,3.1088395,2.468872,2.5324267E-4,4.163742
152,3.107442,0.39868164,0.0,0.0
153,3.1073337,0.951416,0.0021118044,3.6651306
154,3.0970051,0.43896484,0.12197429,1.8320923
155,3.0571702,0.9550781,0.0,0.0
156,3.0529902,2.5188446,0.014662875,5.9572754
157,3.018272,1.6352539,0.24449351,3.4739685
158,3.014812,0.0,0.0,0.0
159,3.013966,0.10418701,0.33742863,4.9833984
160,2.9917276,0.43164062,0.0,0.0
161,2.9286685,0.41455078,0.5033197,4.0374146
162,2.9279385,0.90930176,0.8602742,6.74411
163,2.9234285,1.574707,0.0,0.0
164,2.856778,0.41625977,1.0195891,8.966347
165,2.8123064,0.4176941,0.6818666,0.6187134
166,2.8081431,0.9108124,0.0,0.0
167,2.7495918,0.107299805,1.225005,4.4313965
168,2.7315388,0.10235596,0.0,0.0
169,2.729973,0.421875,2.9723885E-4,2.369728
170,2.7105389,0.4086914,0.029600183,2.74086
171,2.7076507,0.41436768,0.0,0.0
172,2.6782024,1.5650635,0.0,0.0
173,2.6538525,1.6847534,0.88594794,3.0868835
174,2.641767,0.0,0.0,0.0
175,2.5954041,0.10827637,0.0718684,4.87648
176,2.5513089,2.5081177,0.020199109,7.1918335
177,2.532618,0.10418701,0.0,0.0
178,2.487342,0.0,1.4589138,3.5849762
179,2.47809,0.41552734,0.0,0.0
180,2.4723806,0.40576172,0.0,0.0
181,2.4718804,0.40222168,0.0,0.0
182,2.4568214,1.6191406,0.0,0.0
183,2.4445107,0.41430664,0.28855202,6.103882
184,2.436202,0.10472107,0.0,0.0
185,2.430993,0.94226074,1.0231446,14.349609
186,2.3923552,0.40350342,0.0,0.0
187,2.3909845,0.42382812,1.2874393,7.868881
188,2.371867,0.0,0.0,0.0
189,2.3665535,1.6967773,0.5390083,13.90538
190,2.3552055,0.8952484,1.4517379,4.025406
191,2.3521924,0.89863586,0.0,0.0
192,2.3310547,0.42944336,0.013957211,0.073349
193,2.296012,0.0,0.0,0.0
194,2.261272,0.0,1.2182237,1.9631958
195,2.26081,0.1081543,0.0,0.0
196,2.240349,0.0,0.6938445,1.6162109
197,2.2100043,0.0,1.7244734,5.1964874
198,2.1982312,1.6293945,0.50425965,10.093994
199,2.1908,0.41229248,0.1655332,6.5991364
200,2.1750717,0.4078369,1.2371954,4.1676025
201,2.1666243,0.0,0.02030037,0.6308441
202,2.1372085,0.0,0.0,0.0
203,2.124224,0.43945312,0.0,0.0
204,2.1071174,0.10664368,1.1727912,4.9509277
205,2.1020212,0.10546875,0.0,0.0
206,2.0873625,0.41479492,0.0,0.0
