rank,current money,money earned by selling shares,money earned by payoff,money lost by buying shares
1,16.33697,8.134277,3.9008503,2.0273438
2,12.821805,10.881836,0.0,0.0
3,12.728247,6.4160156,4.4751205,3.6684036
4,12.2021675,11.284668,0.0,0.0
5,12.199839,9.177246,2.9539857,5.411339
6,12.187754,10.846924,0.0,0.0
7,12.072153,9.494629,0.663832,2.4301147
8,11.605401,4.7266235,5.2070274,4.0872803
9,11.055676,3.6884766,5.820199,13.690613
10,10.229704,0.0,9.439358,9.5637665
11,10.1697235,4.788574,3.8627794,5.665558
12,10.035649,0.0,5.7727003,6.8668213
13,10.015797,6.031494,0.057102934,5.4026337
14,9.931672,4.869751,1.0192167,2.0722046
15,9.872742,9.406738,2.5694873E-4,3.8137054
16,9.868167,8.014526,0.0,0.0
17,9.811896,9.32373,0.0,0.0
18,9.7682495,6.529175,0.067568816,7.790863
19,9.685169,9.204102,0.0015339341,4.810272
20,9.476084,8.432007,2.0934545E-4,16.86612
21,9.450423,2.5123596,0.0,0.0
22,9.346242,4.642029,0.0,0.0
23,9.118684,3.5317383,0.0,0.0
24,8.8883505,4.9483643,2.5855649,3.2436523
25,8.84359,6.125,1.6498326E-4,5.8174896
26,8.80032,4.6989594,0.0,0.0
27,8.427506,7.66626,0.0,0.0
28,8.380354,4.8167725,0.40575975,3.0326996
29,8.3279085,3.4003448,0.048653074,7.308708
30,8.211126,1.6519775,5.7284,8.106354
31,8.143929,0.11416626,5.4091964,7.1905823
32,8.1122675,0.116867065,7.960725,15.911041
33,8.09947,0.93489075,7.0377607,8.24852
34,7.985259,7.7453613,0.0,6.4923706
35,7.852165,2.5317383,0.0,0.0
36,7.8296885,5.0009155,1.5794305,4.7333527
37,7.7662907,1.6367188,5.939493,1.6557312
38,7.7199645,1.0139008,6.5557218,13.377007
39,7.718682,3.5895996,3.1852696,10.438385
40,7.5947256,6.015625,0.07616107,3.1661072
41,7.533548,2.5445557,0.0,0.0
42,7.481287,3.589508,0.0,4.6802673
43,7.1987395,0.43017578,5.825568,2.7368774
44,7.059664,2.479248,0.0,0.0
45,6.9546113,6.1992188,0.002801343,3.941452
46,6.8242435,4.8915405,0.0,0.0
47,6.720292,3.6782227,2.7756417,14.418152
48,6.6987815,3.4519043,0.7952086,2.790184
49,6.6724324,0.0,6.490658,7.1340485
50,6.62375,2.5152588,3.5620615E-6,3.9997177
51,6.6176004,2.5024414,0.0,0.0
52,6.561799,4.761444,0.0,0.0
53,6.547695,4.873169,0.041134723,3.533844
54,6.498602,5.0343475,1.4139464,6.5021515
55,6.4576554,0.0,4.2962995,10.770134
56,6.3125873,0.93196106,4.006535,5.8685455
57,6.286864,3.5115051,0.0,0.0
58,6.172238,3.6833496,0.038291495,6.341675
59,6.083581,1.6328125,0.0,0.0
60,6.004306,3.4987793,0.0,0.0
61,5.9707003,3.8162842,0.0,2.5303345
62,5.944528,0.92211914,2.22055,7.5464478
63,5.8911085,0.97888184,1.5944393,3.5036316
64,5.801775,1.0584869,1.5972679,4.178421
65,5.6534567,1.6279297,0.010469191,2.390808
66,5.6212497,2.5256348,0.0,0.0
67,5.543841,0.0,0.095461205,1.9345856
68,5.4876976,4.8389893,0.0,0.0
69,5.455809,2.554779,2.2341175,3.1901932
70,5.4434495,4.7526855,0.00362224,1.9592743
71,5.4115334,3.5581055,1.409266,5.6089935
72,5.4059076,2.6403809,0.67137074,3.2547455
73,5.3801723,0.0,0.0074600093,0.7922516
74,5.371263,3.6896667,3.5521487E-5,4.666382
75,5.3537035,0.89263916,0.0,0.0
76,5.3517146,3.425537,0.013751626,4.693634
77,5.3367577,4.6535645,0.0,0.0
78,5.3330984,0.91259766,0.0,0.0
79,5.310937,1.6245117,0.0,0.0
80,5.2589583,0.9152527,3.513053,3.4421387
81,5.254964,0.0,0.0,0.0
82,5.24443,3.6049805,0.0,0.0
83,5.239978,0.10998535,4.0220904,2.7343369
84,5.1816177,1.612793,0.0,0.0
85,5.1791105,4.65036,0.002734999,0.8232422
86,5.147647,4.869751,0.0023327875,10.643188
87,5.116074,4.9436646,1.4448666E-4,9.913208
88,5.0813475,3.645996,0.0,0.0
89,5.076797,2.4958038,0.0,0.0
90,5.07275,0.42025757,3.2643812,3.6358337
91,5.0396795,1.5791016,0.0,0.0
92,4.961935,0.0,2.4002843,5.009186
93,4.905441,3.8059387,0.0,5.822891
94,4.845423,2.5091553,0.0,0.0
95,4.8075256,4.7663574,0.0,0.0
96,4.7657223,0.9547119,0.0,0.0
97,4.727872,2.1972046,0.0,2.000946
98,4.7207365,1.6655273,0.041195866,8.952942
99,4.7038794,0.0,0.52829754,11.109558
100,4.676982,3.6166992,0.11476055,4.094696
101,4.6376753,3.4506226,0.0,0.0
102,4.619377,0.10360718,4.45619,3.7294464
103,4.5568924,0.92907715,0.0,0.0
104,4.538005,2.5091553,0.0,0.0
105,4.537435,3.5254211,0.17564937,3.5872192
106,4.526756,0.42919922,0.0,0.0
107,4.522404,0.0,0.0,0.0
108,4.494814,0.0,0.0075597996,3.0764465
109,4.488474,3.600586,0.0011117772,1.1215668
110,4.4852448,2.6446533,0.0,0.0
111,4.446987,1.5841064,0.0,0.0
112,4.3400407,3.6152344,0.0,0.0
113,4.3250427,1.6245117,1.8436579,2.412323
114,4.2909517,3.5002441,0.0,0.0
115,4.2432585,0.44067383,0.0,0.0
116,4.2296157,2.4719238,0.0,0.0
117,4.2277184,2.8226929,0.020237807,8.25769
118,4.226329,0.11224365,2.8978045,5.6606903
119,4.201811,1.6430664,0.0,0.0
120,4.17955,0.10975647,0.89912593,7.633545
121,4.161763,2.4272156,0.0,0.0
122,4.1280107,1.604126,0.0,0.0
123,4.107697,0.109375,2.5754554,14.649315
124,4.098054,0.4206543,0.0,0.0
125,4.035571,3.6027832,0.13314587,6.6483
126,4.0213118,3.103714,0.004168751,4.914276
127,4.0182476,2.8303528,0.018398225,4.154701
