rank,current money,money earned by selling shares,money earned by payoff,money lost by buying shares
1,24.149334,17.788818,4.8468294,2.8407898
2,14.118015,11.155762,0.0,0.0
3,14.096573,9.631348,1.4948226,1.581543
4,11.346318,8.045288,0.0,0.0
5,10.745543,7.421814,0.0,0.0
6,10.631963,9.379272,0.0,0.0
7,10.261063,7.5910034,0.0,0.0
8,10.183513,4.9782715,4.1504884,3.0249557
9,10.113505,2.477417,3.4350636,13.838699
10,10.091011,0.94381714,8.267233,9.402603
11,9.882196,5.0302887,0.31426823,6.63916
12,9.691186,1.6159668,5.1350226,4.814743
13,9.670113,6.35791,0.0,0.0
14,9.652701,6.4091797,0.0,7.6272583
15,9.6138935,4.770096,0.0,5.375717
16,9.605923,7.6931763,0.0,0.0
17,9.098516,0.0,8.713892,4.768982
18,9.0445175,2.5748444,2.2426386,4.0997467
19,8.877849,7.5613403,0.0,0.0
20,8.852019,2.4269104,0.0,0.0
21,8.554902,0.95251465,7.1036615,10.116867
22,8.392339,7.9179688,0.0,5.5803223
23,8.298186,7.685486,0.0,0.0
24,8.184016,3.579712,0.0,0.0
25,8.107021,4.7651825,0.6097256,9.28743
26,8.081559,6.1450195,0.0,0.0
27,8.073828,0.9336548,5.788533,3.8786774
28,7.814366,3.4359741,0.0,0.0
29,7.7290726,3.7419434,0.0,0.0
30,7.6983433,5.1573944,0.0,6.0273743
31,7.550371,0.9008789,5.1804943,6.7214355
32,7.288061,3.4863281,0.0,0.0
33,7.2162266,0.43286133,4.737628,9.13858
34,7.148283,4.871887,0.0,4.417938
35,7.136389,6.1464844,0.0,0.0
36,7.09348,2.4310303,0.0,0.0
37,7.0630116,4.72406,0.0,0.0
38,6.837489,1.9307861,3.628743,9.013298
39,6.820909,4.597168,0.0,0.0
40,6.729067,1.5925293,0.0,0.0
41,6.7091455,3.6419678,0.0,0.0
42,6.3930454,3.5771484,0.0,0.0
43,6.183302,1.9989014,1.1407965,5.097954
44,6.087193,4.9957886,0.41895068,5.604721
45,6.0750203,0.41503906,1.7001458,0.5437317
46,6.0536995,3.670166,0.0,0.0
47,6.043466,1.7248535,4.0149355,10.2000885
48,5.964319,0.0,2.792587,2.5592422
49,5.9003515,1.657959,0.0,0.0
50,5.894661,1.6367188,0.0,0.0
51,5.8573256,1.664856,1.9286399,9.10173
52,5.7931385,3.6192627,0.0,0.0
53,5.723484,3.6546326,0.3010906,3.567627
54,5.7176933,4.722351,0.0,0.0
55,5.708173,3.4852295,0.0,0.0
56,5.696253,4.700775,0.1370307,6.3571777
57,5.6721067,4.852661,0.0062159705,4.903023
58,5.655946,3.5621338,0.0,0.0
59,5.6548595,4.8671875,0.0,0.0
60,5.542007,4.628357,0.0,0.0
61,5.530688,1.078949,3.0635037,3.6209106
62,5.473504,3.5748596,0.0,0.0
63,5.4459567,0.0,3.4405093,1.3195801
64,5.4150724,4.6988525,0.0,0.0
65,5.402089,1.5892944,0.0,0.0
66,5.3959403,3.5507812,0.0,0.0
67,5.3825955,2.5811768,0.0,0.0
68,5.37332,4.864624,0.14438751,0.79418945
69,5.332268,0.9111786,0.0,0.0
70,5.1998262,2.4568176,0.0,0.0
71,5.1824903,0.940155,0.0,0.0
72,5.1709595,3.6697998,0.0,0.0
73,5.1646323,0.9468384,0.0,0.0
74,5.126494,3.4368896,0.51458013,2.164383
75,5.1138353,0.4272461,0.0,0.0
76,5.1121144,2.5619507,0.002231293,5.431549
77,5.1109414,0.9633179,0.0,0.0
78,5.0949984,3.446045,0.0,0.0
79,5.0311594,1.6455078,0.0,0.0
80,5.0171366,2.4546814,0.0,0.0
81,5.0041227,0.41064453,4.1988397,2.6948166
82,4.986975,0.0,1.6800154E-4,0.71273804
83,4.9733715,2.6220703,0.16770501,4.4348145
84,4.9182878,0.40673828,0.0,0.0
85,4.908983,0.0,0.0,0.0
86,4.8902054,2.9599,0.0,2.6034927
87,4.879281,2.922058,0.2054358,14.403351
88,4.8671865,0.0,1.4221718,2.6389313
89,4.8427305,3.4519043,8.914916E-6,3.4150696
90,4.6599016,0.4272461,2.5758066,5.0463867
91,4.6209826,1.6230469,0.0,0.0
92,4.601925,0.108291626,2.815413,3.625534
93,4.5915895,0.0,0.0,0.0
94,4.5774674,0.42004395,0.0,0.0
95,4.4728017,1.614685,0.0,0.0
96,4.3839145,0.10223389,1.3422301,5.2174225
97,4.320344,0.93717957,1.2769201,2.8148804
98,4.3035173,0.10241699,3.7592783,5.9359436
99,4.28367,0.93859863,0.0,0.0
100,4.28057,1.6030273,2.2319293,3.1692352
101,4.2754555,2.4505615,0.0,0.0
102,4.262257,2.5265503,0.0,0.0
103,4.2257442,1.6164551,0.0,1.6294556
104,4.145487,2.7596283,0.04028392,7.6214905
105,4.109766,2.7755737,6.663977E-4,2.1599274
106,4.078448,0.0,0.0,0.0
107,4.0756044,1.6188965,0.0,0.0
108,4.0332713,0.4394226,0.016795518,0.92289734
109,4.032604,0.9146118,1.9944553,2.5528336
110,4.022271,1.6508789,0.1264365,1.6668091
111,4.0021086,0.0,0.0,0.0
112,3.9743452,2.5247192,0.0,0.0
113,3.953001,0.93466187,2.6693509,3.3629227
114,3.9115984,0.5393677,2.6228669,6.9252014
115,3.9107797,1.734375,0.0,0.0
116,3.8714223,0.102645874,0.0,0.0
117,3.8282754,0.0,0.0,0.0
118,3.800655,0.44140625,0.0,0.0
119,3.7927823,2.5183105,0.0,0.0
120,3.766605,0.8898926,0.0,0.0
121,3.762751,0.0,0.0,0.0
122,3.760153,3.555542,0.0,0.0
123,3.7587657,2.4494934,0.0,0.0
124,3.7365623,0.430542,0.0,0.0
125,3.7204056,0.42767334,0.0,0.0
126,3.6950772,2.4710083,0.0,0.0
127,3.6704574,0.10801697,0.0,0.0
128,3.66774,2.606964,0.0,0.0
129,3.6541643,2.604828,0.0,0.0
130,3.633756,0.0,3.5882928,2.8170319
131,3.631369,1.6643066,0.0,0.0
132,3.6114028,0.9836426,0.0,0.0
133,3.5839436,1.5913086,0.0,0.0
134,3.5469851,0.0,0.18552347,4.241226
135,3.5364594,2.4490356,0.0,0.0
136,3.4778914,0.0,0.0,0.0
137,3.454258,0.9168091,0.0,0.0
138,3.4535685,0.41088867,0.023218099,3.9294434
139,3.444867,0.9572754,0.0,0.0
140,3.435798,0.11280823,1.7738469,2.819748
