rank,current money,money earned by selling shares,money earned by payoff,money lost by buying shares
1,27.770582,22.621094,3.8631346,5.168518
2,23.261456,22.84375,0.1252438,4.896881
3,21.339394,11.741211,7.403133,5.612671
4,16.95816,15.110596,0.0,0.0
5,16.564556,13.136719,2.8722074,2.3832703
6,16.523102,13.444336,0.0,0.0
7,15.160126,12.906738,0.0,0.0
8,13.173786,9.2248535,0.0,0.0
9,12.191443,9.506836,0.0,0.0
10,12.106237,4.849243,4.658825,1.8978119
11,12.095994,11.185303,0.8002027,3.9733887
12,12.043791,8.015625,0.0,0.0
13,11.4181595,7.644287,2.3202767,5.6801147
14,10.78003,9.526367,0.0,0.0
15,10.743986,9.49585,0.079632685,3.7093964
16,10.085943,9.556885,0.040134355,4.9613953
17,9.873767,6.338867,0.6057121,3.4735107
18,9.698867,6.357422,1.3587676,3.248291
19,9.587465,6.3808594,0.0,0.0
20,9.540056,8.088135,0.0777182,1.119751
21,9.441098,6.508789,0.0,0.0
22,9.423742,4.938965,0.0,0.0
23,9.378502,3.6914062,4.6769977,10.195923
24,9.292629,0.10612488,8.527266,4.8691406
25,9.283965,7.600342,0.0,0.0
26,9.123108,0.41455078,7.760238,15.020752
27,9.12109,3.5229492,3.6306355,3.537178
28,9.068239,0.9719238,5.465208,3.3765564
29,8.977241,4.9329834,3.0223644,9.717285
30,8.832064,6.1416016,1.339266E-4,4.047638
31,8.793596,7.976074,0.0,0.0
32,8.707718,6.397461,0.06881143,3.2834473
33,8.480977,4.7424316,0.0,0.0
34,8.452989,3.7016602,0.0,0.0
35,8.344034,5.095337,0.0,0.0
36,8.316324,3.501709,4.76414,2.9791336
37,8.252979,8.002441,0.0010639229,1.0128021
38,8.120506,6.1445312,0.0,0.0
39,8.109114,6.0722656,0.0,0.0
40,8.062716,6.3408203,0.0,0.0
41,8.0221195,7.8464355,4.493674E-5,4.7162476
42,8.015338,3.5888672,4.4110394,7.193939
43,8.014581,6.1103516,0.25784928,3.355774
44,7.955351,5.0133057,2.7937872,6.340332
45,7.9420686,1.7104492,0.0,0.0
46,7.8491373,2.4572754,2.227138,1.7746353
47,7.735703,6.2333984,0.0,0.0
48,7.7020974,3.7928467,0.0,0.0
49,7.6735115,6.435547,0.023036934,9.327698
50,7.477264,6.0167236,1.3052335,5.2392197
51,7.275141,3.3934784,2.7618644,5.838196
52,7.2644334,0.10900879,6.9483395,4.405121
53,7.1827383,4.6262207,0.0,0.0
54,7.0414896,0.44091797,5.5931025,10.576263
55,6.964363,3.6848145,0.0,0.0
56,6.9556246,2.6452637,0.0,0.0
57,6.9202185,6.1103516,8.593807E-4,2.8122559
58,6.895688,6.5185547,0.13298213,8.344879
59,6.8212647,2.5476074,0.0,0.0
60,6.6762924,6.029297,0.0,0.0
61,6.597184,4.8415527,1.112057,6.19635
62,6.484294,3.4467773,0.0,0.0
63,6.482836,6.256836,0.0,0.0
64,6.391126,4.8637695,0.0,0.0
65,6.3766856,3.6782227,0.0,0.0
66,6.3757467,4.7261963,0.887829,4.334259
67,6.3644085,3.454834,2.548793,1.6455994
68,6.360508,2.487793,0.0,0.0
69,6.2991037,4.7543945,6.505815E-4,3.2490997
70,6.210291,3.7214355,0.0,0.0
71,6.1699896,3.7192383,1.9741795,10.262329
72,6.1575885,6.133789,0.004142089,2.905655
73,6.1123013,3.9367676,0.0,0.0
74,6.086588,2.5457764,0.0,0.0
75,6.0796237,4.9506226,0.0024894993,5.7017593
76,6.069804,2.4195862,1.6263351,0.9018173
77,5.9974246,2.4493408,2.4994632E-4,0.6794586
78,5.977416,2.434082,3.314979,2.5180664
79,5.953939,3.6848145,0.0,0.0
80,5.94823,1.6533203,2.2752378,2.9836273
81,5.9265876,0.111572266,1.0511079,1.9089966
82,5.921604,2.5042725,1.9445299,5.431137
83,5.83893,0.42578125,0.0,0.0
84,5.7978725,0.11254883,0.0,0.0
85,5.7433367,2.46521,0.0037326538,0.81962585
86,5.481472,3.5097656,0.0,0.0
87,5.477453,2.4639893,0.0,0.0
88,5.421624,3.7016602,0.0,0.0
89,5.389784,1.6333008,2.8276434,5.0224915
90,5.3236384,2.3962402,0.0,0.0
91,5.2861676,0.0,4.7795978,4.1316833
92,5.2196054,0.0,0.9787767,9.644119
93,5.164158,0.93237305,1.3162172,2.0238495
94,5.135067,0.90600586,3.6377518,5.5426636
95,5.1246276,2.6568604,1.3043962,1.890564
96,5.0755324,0.92248535,0.0,0.0
97,5.0744677,2.5463867,0.0,0.0
98,5.047601,2.6452637,0.0,0.0
99,5.044259,3.6020508,0.10121042,7.857239
100,5.018134,0.1508789,2.7372653,9.185791
101,4.938718,3.6760254,0.0,0.0
102,4.9093404,0.10510254,0.0,0.0
103,4.9031634,0.10290527,3.678605,9.3526535
104,4.868169,0.0,0.0,0.0
105,4.8593464,0.1105957,1.2398527,3.594246
106,4.837017,3.4848633,0.0,0.0
107,4.7891545,3.543457,0.023893062,3.0207443
108,4.774005,2.6116943,0.0,0.0
109,4.7512407,3.595459,0.46244547,1.3870697
110,4.739252,0.0,0.0,0.0
111,4.702428,0.0,3.1283047,2.0098114
112,4.6922865,2.6104736,0.105850756,2.8802948
113,4.6371284,2.6513672,0.0,0.0
114,4.6368146,2.442627,0.10015518,1.9259644
115,4.632624,0.10644531,4.3936553,3.7495117
116,4.610348,0.42797852,0.0,0.0
117,4.595832,1.6254883,0.0,0.0
118,4.5828037,0.92907715,3.0463846,1.5455933
119,4.5700684,2.5738525,0.82660794,1.2893066
120,4.543748,2.5976562,0.0,0.0
121,4.495003,1.7180176,0.0,0.0
122,4.44865,0.904541,0.14124349,5.411339
123,4.4417806,0.9473877,0.0,0.0
124,4.431051,0.9477539,2.0463176,10.34256
125,4.4233665,1.7304688,0.0,0.0
126,4.4176683,0.9503174,2.259001,1.5181885
127,4.4144697,0.111450195,0.0,0.0
128,4.3935394,1.9568481,1.202131,6.503418
129,4.381865,0.0,0.0068153827,4.0737305
130,4.3566184,2.5427246,0.0,0.0
131,4.332147,0.99627686,0.002660811,1.890625
132,4.2886305,0.0,0.015376597,1.8839111
133,4.2869673,1.6411133,1.5866014,1.5742798
134,4.2598023,2.5030518,0.0,0.0
135,4.154496,0.9030762,0.0,0.0
136,4.143518,0.41122437,0.0,0.0
137,4.106086,0.10319519,0.0,0.0
138,4.0925,1.6220703,0.0,0.0
139,4.029531,0.0,3.314971,5.0319138
140,4.0059595,0.4086914,2.524267,7.1268387
141,4.0045376,0.10620117,2.0529654,2.0280457
142,4.0004163,1.6325684,2.0943656,3.0729218
143,3.9857264,0.9400635,0.0022162604,4.4845886
144,3.9764855,0.41888428,2.6574671,4.133301
145,3.9237373,2.479248,0.26073775,4.5819855
146,3.8881803,2.5567627,0.8129076,4.6269684
147,3.8091927,2.5848389,0.0,0.0
148,3.761876,0.94262695,0.0,0.0
149,3.6911297,0.43920898,0.0,0.0
150,3.683671,0.40859985,0.0,0.0
151,3.6784914,0.11340332,2.2090838,5.77359
152,3.6382818,0.93640137,0.0,0.0
153,3.623887,0.9470215,1.9108199,1.475563
154,3.5689723,0.9785156,0.0,0.0
155,3.5190282,2.6574707,0.0015865511,3.6018677
156,3.5135112,0.9708252,0.0,0.0
157,3.5030053,1.6044922,0.0,0.0
158,3.4509404,0.0,0.0,0.0
159,3.4352953,0.4086914,2.0396245,2.3890686
160,3.3993354,0.4326172,0.36441076,6.613449
161,3.379191,1.6690674,1.4886683,5.00885
162,3.344851,0.10437012,0.0,0.0
163,3.2826283,0.42919922,0.003762541,1.9289398
164,3.2753572,1.7246094,0.078851625,4.364685
165,3.2685695,1.6396484,0.0,0.0
166,3.230358,0.43188477,2.023174,1.4750671
167,3.2172587,0.102752686,2.9766548,5.2384796
168,3.2146924,0.9200592,0.0,0.0
169,3.20316,2.6507568,5.4848404E-4,3.268158
170,3.1940005,0.10473633,2.5847697,0.8981323
171,3.153173,0.9177246,0.2742677,1.5363159
172,3.1450722,0.11071777,2.1111825,2.3125458
173,3.1357741,0.42529297,0.12663935,1.7811966
174,3.1321425,0.10583496,0.0,0.0
175,3.122029,2.5964355,0.11402462,1.5288391
176,3.0983694,0.10803223,0.0,0.0
177,3.0920548,0.44091797,0.21844341,7.2567596
178,3.0555637,0.42871094,0.0,0.0
179,3.0538049,1.6982422,0.020693347,4.329529
180,3.0491695,1.1547546,0.4930192,1.4833679
181,3.0308976,0.0,1.4890246,2.9118347
182,3.0162024,1.598938,0.0,0.0
183,3.0088053,0.103881836,1.795476,2.503891
184,2.9951985,0.0,0.0,0.0
185,2.9663827,0.42041016,0.0,0.0
186,2.9124713,1.0012207,0.0,0.0
187,2.9003005,0.10510254,0.0,0.0
188,2.8957384,1.6186523,0.022292107,2.177925
189,2.8866534,0.41625977,0.0,0.0
