rank,current money,money earned by selling shares,money earned by payoff,money lost by buying shares,euclidean distance
1,8.324791,0.0,8.028986,6.317581,24.744675
2,7.991981,0.0,7.5591793,4.7796326,23.848368
3,7.951792,0.0,7.9366713,3.169693,23.186409
4,7.6335945,0.0,7.2602053,6.6533813,25.38751
5,7.0688133,0.0,6.9506493,4.597824,22.675009
6,6.729681,0.0,5.660943,2.6001663,18.12523
7,6.69578,0.0,6.6346807,6.7070007,21.797344
8,6.519299,0.0,6.0301204,3.5877075,19.948366
9,6.450183,0.0,6.4435644,2.5703125,19.837887
10,5.965261,0.0,5.5187325,2.3910828,18.269371
11,5.944401,0.0,5.8872375,4.503235,21.030262
12,5.917901,0.0,5.7090683,1.1348877,23.983328
13,5.8376894,0.0,5.5440836,2.7915344,19.459505
14,5.296776,0.0,5.1205034,6.714653,19.479609
15,5.1447973,0.0,4.1155434,2.2794342,16.983501
16,4.8346033,0.0,3.2950904,0.91244507,22.362782
17,4.810452,0.0,4.5433807,0.8735657,23.786077
18,4.785895,0.0,4.579682,0.9235382,24.17656
19,4.7409744,0.0,3.730478,1.8516846,18.714674
20,4.6894016,0.0,4.596165,1.0423279,21.831297
21,4.4387536,0.0,4.3191223,1.3359833,21.512709
22,4.428388,0.0,3.1514282,1.3472748,21.820099
23,4.404714,0.0,3.769903,9.660461,19.925318
24,4.367728,0.0,3.523938,3.4641113,20.968605
25,4.3243847,0.0,4.0733624,2.074585,22.680925
26,4.2418795,0.0,3.7528758,0.78308105,21.821758
27,4.1544995,0.0,3.0143948,1.6054535,23.598412
28,4.0478573,0.0,3.6978612,7.123123,20.504244
29,3.7446349,0.0,2.8147063,0.46051025,23.763626
30,3.7353513,0.0,3.6774664,1.8320618,24.090837
31,3.6371121,0.0,3.4214046,0.5827637,21.221956
32,3.5714638,0.0,2.6611435,6.575165,20.837008
33,3.5658927,0.0,3.28934,2.3450317,24.058594
34,3.3788266,0.0,2.9063656,1.274643,20.357637
35,3.3471258,0.0,3.010762,2.2942352,27.070766
36,3.3125587,0.0,3.2544656,2.8190613,23.33625
37,3.3121862,0.0,3.2694056,0.58078,16.705286
38,3.271227,0.0,2.5807962,1.124382,18.578058
39,3.138523,0.0,3.094521,1.8513794,26.035828
40,3.1063192,0.0,1.7373021,4.2506104,22.591106
41,2.8670187,0.0,2.112424,3.4698334,19.44106
42,2.7315805,0.0,2.688101,1.3006897,20.69366
43,2.722601,0.0,1.9318911,0.22854614,20.046736
44,2.6959233,0.0,1.4870906,0.8590393,22.32172
45,2.645279,0.0,2.2333724,0.5014801,23.859215
46,2.6212778,0.0,2.5117369,5.3588867,17.216331
47,2.5567174,0.0,0.5971122,0.6269531,20.699879
48,2.5420938,0.0,2.432841,0.5447998,22.29696
49,2.5057123,0.0,1.0606959,0.38250732,25.321009
50,2.4864461,0.0,1.1494005,2.0070267,24.59096
51,2.4759073,0.0,2.4145749,0.5713806,26.620108
52,2.4606864,0.0,0.0,0.0,20.51498
53,2.4484525,0.0,1.639988,2.4679337,15.841685
54,2.3927946,0.0,1.3553404,0.1787262,23.81544
55,2.3788166,0.0,2.3781686,1.2804565,19.85908
56,2.3558512,0.0,1.7273433,0.9864807,22.835583
57,2.3543818,0.0,1.8151119,2.502411,22.333157
58,2.3503582,0.0,2.1808858,2.8411942,21.802694
59,2.320332,0.0,2.3018022,0.4850006,24.431808
60,2.3181956,0.0,1.9283736,0.389534,23.944704
61,2.3062496,0.0,1.3850344,3.0467224,20.973478
62,2.2917128,0.0,2.2656045,1.2995911,22.6838
63,2.2889848,0.0,1.6054852,0.49951172,30.637402
64,2.2745817,0.0,2.2456193,1.3034363,30.1275
65,2.267464,0.0,2.1538506,0.9649658,21.421427
66,2.2417076,0.0,0.6830399,0.45858765,19.774153
67,2.231207,0.0,1.9274473,2.0601501,21.921165
68,2.2296603,0.0,1.7635174,1.6196594,21.354149
69,2.2184434,0.0,2.1356084,1.5652084,23.765738
70,2.209128,0.0,2.0293896,0.43585968,26.836891
71,2.1638649,0.0,1.9940708,0.12768555,19.282663
72,2.1477838,0.0,0.0,0.0,22.46261
73,2.0730834,0.0,0.0,0.0,24.57826
74,2.0586915,0.0,1.8755748,1.7218018,20.974064
75,2.0520768,0.0,1.7157285,3.6049652,16.582891
76,1.9688716,0.0,1.9253173,1.6463013,24.305916
77,1.9612935,0.0,0.73726296,5.4511566,23.159004
78,1.9371707,0.0,1.5662353,2.7565384,21.548702
79,1.932709,0.0,1.8629378,0.42816162,28.29365
80,1.931524,0.0,1.878092,2.8685303,20.9021
81,1.9257232,0.0,0.0,0.0,19.677855
82,1.8992577,0.0,1.8970766,0.39390564,22.52522
83,1.8947878,0.0,0.0,0.0,19.015936
84,1.878641,0.0,1.6998495,1.3017654,21.064186
85,1.8533388,0.0,1.0437723,3.5510025,17.710667
86,1.8325295,0.0,1.5540181,0.19413757,25.036655
87,1.8295319,0.0,1.3364305,1.4565659,20.785957
88,1.8129089,0.0,0.0,0.0,27.521315
89,1.8128157,0.0,0.0,0.0,20.132315
90,1.7167397,0.0,1.3172913,0.34934235,17.6898
91,1.6961181,0.0,1.1639113,1.1449432,21.067575
92,1.6884303,0.0,1.6188803,1.9780426,19.71374
93,1.6790689,0.0,1.545422,2.0067902,20.81134
94,1.6611838,0.0,1.1040068,1.5912628,19.389215
95,1.6407138,0.0,1.4751604,0.34410095,29.070366
96,1.6215068,0.0,1.223993,2.8944702,21.441616
97,1.6131468,0.0,1.1100421,1.3066101,21.508808
98,1.5880319,0.0,1.2161051,0.7979126,23.643488
99,1.5659792,0.0,1.21787,0.39740753,22.957382
100,1.5128495,0.0,1.2772903,0.8121643,19.598682
101,1.5048018,0.0,1.2745289,0.7266846,19.471472
102,1.4900701,0.0,0.0,0.0,23.374475
103,1.468535,0.0,0.0,0.0,23.122227
104,1.4649787,0.0,1.2326267,0.61081696,25.113758
105,1.4267724,0.0,0.0,0.0,21.159622
106,1.4227105,0.0,0.66245306,2.075386,16.915115
107,1.4220364,0.0,0.0,0.0,20.99634
108,1.408275,0.0,0.0,0.0,16.611599
109,1.4080191,0.0,0.0,0.0,20.162737
110,1.3699286,0.0,1.165538,0.647583,21.138596
111,1.3657132,0.0,0.7872964,6.5311127,19.647087
112,1.3526475,0.0,0.8759272,0.03412628,19.539206
113,1.3513601,0.0,0.0,0.0,21.28898
114,1.3307695,0.0,1.2892445,0.53352356,30.1432
115,1.3238771,0.0,0.0,0.0,23.40368
116,1.3198702,0.0,0.0,0.0,20.61272
117,1.3047713,0.0,0.0,0.0,21.009829
118,1.300181,0.0,1.1952722,0.52368164,23.237267
119,1.2791177,0.0,0.0,0.0,17.377018
120,1.2720436,0.0,0.0,0.0,17.60561
121,1.2585535,0.0,0.48762372,5.171036,22.749
122,1.2528974,0.0,0.0,0.0,26.044632
123,1.2496556,0.0,1.1227999,0.20037842,29.021318
124,1.2187984,0.0,0.9740956,0.056045532,21.934467
125,1.2153207,0.0,0.029688504,1.263977,25.113194
126,1.2148917,0.0,0.0,0.0,21.653921
127,1.2148814,0.0,0.0,0.0,31.684195
128,1.2074784,0.0,1.0787333,1.2251282,19.062422
129,1.1959352,0.0,0.039117895,3.5204086,22.477737
130,1.1942551,0.0,0.9746717,0.035713196,19.761705
131,1.1778098,0.0,0.0,0.0,15.576494
132,1.174137,0.0,1.0195594,0.97335815,22.914242
133,1.1678135,0.0,0.0,0.0,22.745792
134,1.1566086,0.0,4.5369353E-4,1.0455627,27.438948
135,1.1380397,0.0,1.048792,3.6112976,22.25035
136,1.1365569,0.0,1.1232783,0.35726166,23.015783
137,1.1364307,0.0,0.7463815,0.049423218,23.580309
138,1.131957,0.0,0.0,0.0,25.561625
139,1.1280617,0.0,1.0845747,1.680542,19.364557
140,1.1277525,0.0,0.9581416,0.8352661,23.119568
141,1.127237,0.0,0.0,0.0,24.334913
142,1.124558,0.0,0.0,0.0,22.395784
143,1.0928311,0.0,0.0,0.0,27.141012
144,1.0848329,0.0,0.0,0.0,21.266844
145,1.0789094,0.0,0.7489663,2.3225098,23.037361
146,1.0748956,0.0,0.0,0.0,20.197157
147,1.0683651,0.0,0.0,0.0,22.579758
148,1.0635186,0.0,0.8194007,0.7149658,36.99497
149,1.0552082,0.0,0.9061885,0.8976364,24.632694
150,1.0453376,0.0,0.0,0.0,21.187151
151,1.0416164,0.0,0.0,0.0,24.541431
152,1.0358834,0.0,0.0,0.0,28.927889
153,1.0309806,0.0,0.8607235,0.21961975,22.89685
154,1.0251416,0.0,0.6151061,0.7527466,21.513475
155,1.0217597,0.0,0.0,0.0,20.731903
156,1.0091342,0.0,1.0002934,2.8048706,24.58166
157,0.9974713,0.0,0.0,0.0,17.835407
158,0.98200935,0.0,0.0,0.0,26.198328
159,0.98115027,0.0,0.935594,0.48557281,17.945257
160,0.97190166,0.0,0.0,0.0,24.925663
161,0.97185534,0.0,0.0,0.0,26.809778
162,0.9635202,0.0,0.0,0.0,23.80435
163,0.9615557,0.0,0.3296425,3.3307114,23.953081
164,0.96146655,0.0,0.0,0.0,27.467001
165,0.9588395,0.0,0.0,0.0,20.61924
166,0.9575601,0.0,0.0,0.0,17.809042
167,0.9541968,0.0,0.0,0.0,23.342798
168,0.94862044,0.0,0.0,0.0,19.402628
169,0.9467449,0.0,0.7023821,1.481247,20.896719
170,0.9433558,0.0,0.0,0.0,27.680243
171,0.9388219,0.0,0.0,0.0,25.936853
172,0.93448246,0.0,0.0,0.0,26.957266
173,0.9309619,0.0,0.0,0.0,20.498196
174,0.9296688,0.0,0.0,0.0,21.021496
175,0.9289624,0.0,0.0,0.0,20.380255
176,0.9265177,0.0,0.41074255,3.5266113,21.474714
177,0.92404675,0.0,0.0,0.0,22.294937
178,0.92396516,0.0,0.0,0.0,19.754372
179,0.92119604,0.0,0.0,0.0,24.419724
180,0.9177335,0.0,0.0,0.0,28.310137
181,0.90753603,0.0,0.0,0.0,26.77089
182,0.90224993,0.0,0.0,0.0,22.748135
183,0.8997312,0.0,0.0,0.0,27.740986
184,0.88540065,0.0,0.0,0.0,32.038574
185,0.88135785,0.0,0.86950636,0.23930359,29.610023
186,0.8791539,0.0,0.0,0.0,20.671244
187,0.87802064,0.0,0.0,0.0,20.79921
188,0.8773762,0.0,0.0,0.0,17.765886
189,0.87581396,0.0,0.0,0.0,20.162184
190,0.8748468,0.0,0.66201943,0.1933899,23.919935
191,0.8608747,0.0,0.0,0.0,20.990206
192,0.8598037,0.0,0.0,0.0,22.898256
193,0.8530377,0.0,0.0,0.0,24.904114
194,0.844188,0.0,0.0,0.0,22.565546
195,0.84408844,0.0,0.0,0.0,20.635258
196,0.8436653,0.0,0.0,0.0,21.949589
197,0.83697677,0.0,0.0,0.0,27.391085
198,0.8340142,0.0,0.0,0.0,32.503826
199,0.8330904,0.0,0.6168083,1.4746094,21.293009
200,0.8273344,0.0,0.32748798,1.389267,19.20974
201,0.82531834,0.0,0.0,0.0,20.35788
202,0.82326055,0.0,0.0,0.0,21.330475
203,0.8202045,0.0,0.0,0.0,20.753923
204,0.820156,0.0,0.0,0.0,23.324036
205,0.81873274,0.0,0.0,0.0,21.27915
206,0.81431466,0.0,0.0,0.0,18.173922
207,0.8121015,0.0,0.38342777,1.5957642,24.827759
208,0.8034545,0.0,0.0,0.0,23.925865
209,0.80316955,0.0,0.0,0.0,20.494152
210,0.8007864,0.0,0.0,0.0,23.830826
211,0.79856807,0.0,0.0,0.0,20.618784
212,0.79608816,0.0,0.0,0.0,28.207584
213,0.7952823,0.0,0.50884444,0.90060425,27.711315
214,0.7944495,0.0,0.0,0.0,22.35975
215,0.7907009,0.0,0.0,0.0,23.563862
216,0.79032695,0.0,0.0,0.0,20.354034
217,0.7885897,0.0,0.0,0.0,22.269466
218,0.78769404,0.0,0.0,0.0,20.492311
219,0.7823657,0.0,0.0,0.0,17.421286
220,0.77662915,0.0,0.0,0.0,19.008814
221,0.77412355,0.0,0.0,0.0,17.296291
222,0.77409536,0.0,0.0,0.0,31.076248
223,0.77295023,0.0,0.0,0.0,21.676584
224,0.7716853,0.0,0.0,0.0,20.230455
225,0.7691369,0.0,0.0,0.0,24.642822
226,0.76696,0.0,0.0,0.0,28.357534
227,0.76422143,0.0,0.57138944,0.3947754,23.419302
228,0.76367354,0.0,0.0,0.0,22.520086
229,0.7622459,0.0,0.0,0.0,18.963005
230,0.7613147,0.0,0.26796943,0.60388184,20.689478
231,0.7603352,0.0,0.0,0.0,22.673
232,0.7601352,0.0,0.5428344,0.052719116,22.84072
233,0.7589667,0.0,0.0,0.0,30.186203
234,0.7546705,0.0,0.0,0.0,20.486006
235,0.7529365,0.0,0.0,0.0,22.20758
236,0.7524233,0.0,0.0,0.0,21.625708
237,0.74881244,0.0,0.0,0.0,23.274677
238,0.7445083,0.0,0.0,0.0,17.456667
239,0.7430217,0.0,0.0,0.0,27.792915
240,0.7427772,0.0,0.0,0.0,21.494062
241,0.7414646,0.0,0.0,0.0,22.94246
242,0.73716307,0.0,0.0,0.0,26.70876
243,0.7365207,0.0,0.0,0.0,25.98242
244,0.7364771,0.0,0.22561781,0.23295593,21.483097
245,0.7315672,0.0,0.10617048,3.9429932,19.522875
246,0.7295407,0.0,0.0,0.0,29.014315
247,0.72849256,0.0,0.0,0.0,18.91958
248,0.72445,0.0,0.0,0.0,27.088755
249,0.7243097,0.0,0.6295906,0.22993469,32.65829
250,0.7223351,0.0,0.0,0.0,29.971333
251,0.71976393,0.0,0.0,0.0,19.717833
252,0.7194804,0.0,0.0,0.0,18.449427
253,0.7180623,0.0,0.0,0.0,20.327513
254,0.7175747,0.0,0.038500063,0.38278198,18.382988
255,0.71752393,0.0,0.0,0.0,17.50051
256,0.71671814,0.0,0.0,0.0,24.036612
257,0.71577483,0.0,0.0,0.0,22.284773
258,0.7155529,0.0,0.0,0.0,19.788128
259,0.71528494,0.0,0.0,0.0,21.880545
260,0.7140666,0.0,0.6815635,0.53837585,22.73629
261,0.7117964,0.0,0.0,0.0,24.046213
262,0.7095502,0.0,0.0,0.0,20.010876
263,0.7077557,0.0,0.0,0.0,32.212845
264,0.7041004,0.0,0.0,0.0,20.430086
265,0.703968,0.0,0.0,0.0,22.656132
266,0.7020751,0.0,0.0,0.0,17.902096
267,0.7005741,0.0,0.0,0.0,30.94894
268,0.6992021,0.0,0.0,0.0,24.819128
269,0.6952509,0.0,0.0,0.0,18.205301
270,0.69357216,0.0,0.0,0.0,21.007202
271,0.6935198,0.0,0.0,0.0,28.385872
272,0.6891405,0.0,0.0,0.0,19.362822
273,0.68876946,0.0,0.0,0.0,24.979898
274,0.6864037,0.0,0.0,0.0,21.423862
275,0.68393505,0.0,0.0,0.0,18.454798
276,0.68178153,0.0,0.0,0.0,23.702763
277,0.6817808,0.0,0.0,0.0,22.262497
278,0.68157566,0.0,0.0,0.0,20.157772
279,0.6807344,0.0,0.65919214,0.20375061,26.285212
280,0.67931575,0.0,0.0,0.0,34.363182
281,0.6788509,0.0,0.0,0.0,27.954592
282,0.6759184,0.0,0.0,0.0,23.712835
283,0.6749085,0.0,0.0,0.0,22.95066
284,0.6747235,0.0,0.0,0.0,23.32587
285,0.67471105,0.0,0.0,0.0,21.601263
286,0.6743723,0.0,0.0,0.0,20.543009
287,0.6723858,0.0,0.0,0.0,20.852783
288,0.67218316,0.0,0.0,0.0,23.08983
289,0.6720702,0.0,0.0,0.0,22.1952
290,0.6719584,0.0,0.0,0.0,30.499544
291,0.67000675,0.0,0.0,0.0,19.146793
292,0.66945493,0.0,0.0,0.0,24.462198
293,0.66877913,0.0,0.0,0.0,23.690128
294,0.6678696,0.0,0.0,0.0,24.826061
295,0.6670058,0.0,0.0,0.0,19.665342
296,0.66646326,0.0,0.5791672,0.38223267,19.79702
297,0.6631099,0.0,0.0,0.0,23.15029
298,0.6627222,0.0,0.0,0.0,19.578922
299,0.6609497,0.0,0.0,0.0,25.46232
300,0.65959823,0.0,0.0,0.0,28.212591
301,0.6550603,0.0,0.0,0.0,25.981874
302,0.65342987,0.0,0.0,0.0,22.35661
303,0.6513655,0.0,0.0,0.0,21.062223
304,0.65032625,0.0,0.46294704,0.3955536,32.11672
305,0.64908683,0.0,0.0,0.0,20.528116
306,0.6486298,0.0,0.0,0.0,24.606115
307,0.6484098,0.0,0.0,0.0,27.58118
308,0.64819336,0.0,0.0,0.0,17.496334
