rank,current money,money earned by selling shares,money earned by payoff,money lost by buying shares,euclidean distance
1,110.84768,0.0,50.72664,63.38623,32.863125
2,107.88098,0.0,61.12453,77.22925,37.22491
3,104.68015,0.0,0.0,0.0,37.06847
4,102.40724,0.0,0.0,0.0,35.32976
5,102.15387,0.0,2.1558223,0.001953125,35.322464
6,100.0,0.0,0.0,0.0,33.329517
7,100.0,0.0,0.0,0.0,35.236946
8,100.0,0.0,0.0,0.0,27.362417
9,100.0,0.0,0.0,0.0,39.678318
10,100.0,0.0,0.0,0.0,28.539808
11,100.0,0.0,0.0,0.0,26.581388
12,100.0,0.0,0.0,0.0,33.8087
13,100.0,0.0,0.0,0.0,33.580406
14,100.0,0.0,0.0,0.0,36.29085
15,100.0,0.0,0.0,0.0,35.57485
16,100.0,0.0,0.0,0.0,35.44041
17,100.0,0.0,0.0,0.0,35.680046
18,100.0,0.0,0.0,0.0,26.191437
19,100.0,0.0,0.0,0.0,33.64226
20,100.0,0.0,0.0,0.0,33.767406
21,100.0,0.0,0.0,0.0,33.243637
22,100.0,0.0,0.0,0.0,32.56985
23,100.0,0.0,0.0,0.0,29.440994
24,100.0,0.0,0.0,0.0,34.687897
25,100.0,0.0,0.0,0.0,30.537582
26,100.0,0.0,0.0,0.0,19.567692
27,100.0,0.0,0.0,0.0,41.593407
28,100.0,0.0,0.0,0.0,37.051598
29,100.0,0.0,0.0,0.0,37.323788
30,100.0,0.0,0.0,0.0,32.484623
31,100.0,0.0,0.0,0.0,36.763645
32,100.0,0.0,0.0,0.0,33.430534
33,100.0,0.0,0.0,0.0,37.03694
34,100.0,0.0,0.0,0.0,35.920864
35,100.0,0.0,0.0,0.0,37.22698
36,100.0,0.0,0.0,0.0,31.588408
37,100.0,0.0,0.0,0.0,38.215073
38,100.0,0.0,0.0,0.0,34.73097
39,100.0,0.0,0.0,0.0,39.998978
40,100.0,0.0,0.0,0.0,35.992664
41,100.0,0.0,0.0,0.0,36.042286
42,100.0,0.0,0.0,0.0,35.877678
43,100.0,0.0,0.0,0.0,36.024956
44,100.0,0.0,0.0,0.0,38.13858
45,100.0,0.0,0.0,0.0,39.211205
46,100.0,0.0,0.0,0.0,34.886227
47,100.0,0.0,0.0,0.0,37.560867
48,100.0,0.0,0.0,0.0,37.276485
49,100.0,0.0,0.0,0.0,37.10295
50,100.0,0.0,0.0,0.0,34.076084
51,100.0,0.0,0.0,0.0,38.06938
52,100.0,0.0,0.0,0.0,37.20789
53,100.0,0.0,0.0,0.0,32.262287
54,100.0,0.0,0.0,0.0,40.831562
55,100.0,0.0,0.0,0.0,34.06597
56,100.0,0.0,0.0,0.0,34.91624
57,100.0,0.0,0.0,0.0,36.117966
58,100.0,0.0,0.0,0.0,35.281292
59,100.0,0.0,0.0,0.0,39.700054
60,100.0,0.0,0.0,0.0,44.576614
61,100.0,0.0,0.0,0.0,43.54586
62,100.0,0.0,0.0,0.0,47.025524
63,100.0,0.0,0.0,0.0,38.97705
64,100.0,0.0,0.0,0.0,39.07721
65,100.0,0.0,0.0,0.0,41.58287
66,100.0,0.0,0.0,0.0,44.851852
67,100.0,0.0,0.0,0.0,43.108
68,100.0,0.0,0.0,0.0,37.667202
69,100.0,0.0,0.0,0.0,34.93521
70,100.0,0.0,0.0,0.0,41.897537
71,100.0,0.0,0.0,0.0,40.242912
72,100.0,0.0,0.0,0.0,50.622704
73,100.0,0.0,0.0,0.0,43.374523
74,100.0,0.0,0.0,0.0,32.914635
75,100.0,0.0,0.0,0.0,45.29463
76,100.0,0.0,0.0,0.0,45.386864
77,100.0,0.0,0.0,0.0,50.420616
78,100.0,0.0,0.0,0.0,38.210636
79,100.0,0.0,0.0,0.0,39.729477
80,100.0,0.0,0.0,0.0,50.373707
81,100.0,0.0,0.0,0.0,47.33942
82,100.0,0.0,0.0,0.0,43.422688
83,100.0,0.0,0.0,0.0,47.983803
84,100.0,0.0,0.0,0.0,39.19504
85,100.0,0.0,0.0,0.0,42.464462
86,100.0,0.0,0.0,0.0,49.803165
87,100.0,0.0,0.0,0.0,36.969753
88,100.0,0.0,0.0,0.0,46.569763
89,100.0,0.0,0.0,0.0,45.1173
90,100.0,0.0,0.0,0.0,43.743565
91,100.0,0.0,0.0,0.0,35.89331
92,100.0,0.0,0.0,0.0,34.726364
93,100.0,0.0,0.0,0.0,47.110554
94,100.0,0.0,0.0,0.0,40.862003
95,100.0,0.0,0.0,0.0,46.485233
96,100.0,0.0,0.0,0.0,44.337242
97,100.0,0.0,0.0,0.0,43.549107
98,100.0,0.0,0.0,0.0,45.52671
99,100.0,0.0,0.0,0.0,44.72643
100,100.0,0.0,0.0,0.0,30.563665
101,100.0,0.0,0.0,0.0,29.516405
102,100.0,0.0,0.0,0.0,27.988634
103,100.0,0.0,0.0,0.0,37.365055
104,100.0,0.0,0.0,0.0,37.923103
105,100.0,0.0,0.0,0.0,31.021948
106,100.0,0.0,0.0,0.0,43.632626
107,100.0,0.0,0.0,0.0,31.421104
108,100.0,0.0,0.0,0.0,33.999138
109,100.0,0.0,0.0,0.0,28.353266
110,100.0,0.0,0.0,0.0,29.663559
111,100.0,0.0,0.0,0.0,24.681543
112,100.0,0.0,0.0,0.0,29.45344
113,100.0,0.0,0.0,0.0,25.76897
114,100.0,0.0,0.0,0.0,35.445004
115,100.0,0.0,0.0,0.0,32.269665
116,100.0,0.0,0.0,0.0,31.178116
117,100.0,0.0,0.0,0.0,31.649115
118,100.0,0.0,0.0,0.0,31.815674
119,100.0,0.0,0.0,0.0,26.153324
120,100.0,0.0,0.0,0.0,28.93724
121,100.0,0.0,0.0,0.0,28.92466
122,100.0,0.0,0.0,0.0,30.56852
123,100.0,0.0,0.0,0.0,34.396584
124,100.0,0.0,0.0,0.0,34.191887
125,100.0,0.0,0.0,0.0,38.942543
126,100.0,0.0,0.0,0.0,31.106987
127,100.0,0.0,0.0,0.0,23.00863
128,100.0,0.0,0.0,0.0,31.403332
129,100.0,0.0,0.0,0.0,39.271072
130,100.0,0.0,0.0,0.0,26.027576
131,100.0,0.0,0.0,0.0,26.120564
132,100.0,0.0,0.0,0.0,29.467537
133,100.0,0.0,0.0,0.0,31.092516
134,100.0,0.0,0.0,0.0,34.238808
135,100.0,0.0,0.0,0.0,32.53298
136,100.0,0.0,0.0,0.0,35.385406
137,100.0,0.0,0.0,0.0,35.441822
138,100.0,0.0,0.0,0.0,43.03795
139,100.0,0.0,0.0,0.0,25.232899
140,100.0,0.0,0.0,0.0,39.808357
141,100.0,0.0,0.0,0.0,40.92032
142,100.0,0.0,0.0,0.0,32.88183
143,100.0,0.0,0.0,0.0,33.9108
144,100.0,0.0,0.0,0.0,39.907833
145,100.0,0.0,0.0,0.0,35.699894
146,100.0,0.0,0.0,0.0,39.079838
147,100.0,0.0,0.0,0.0,37.04837
148,100.0,0.0,0.0,0.0,34.76646
149,100.0,0.0,0.0,0.0,37.494377
150,100.0,0.0,0.0,0.0,35.957207
151,100.0,0.0,0.0,0.0,39.61134
152,100.0,0.0,0.0,0.0,35.900784
153,100.0,0.0,0.0,0.0,35.637558
154,100.0,0.0,0.0,0.0,33.8246
155,100.0,0.0,0.0,0.0,36.86112
156,100.0,0.0,0.0,0.0,38.70408
157,100.0,0.0,0.0,0.0,38.087273
158,100.0,0.0,0.0,0.0,37.278862
159,100.0,0.0,0.0,0.0,41.748993
160,100.0,0.0,0.0,0.0,36.004818
161,100.0,0.0,0.0,0.0,35.51652
162,100.0,0.0,0.0,0.0,36.082832
163,100.0,0.0,0.0,0.0,37.54916
164,100.0,0.0,0.0,0.0,35.8183
165,100.0,0.0,0.0,0.0,36.415195
166,100.0,0.0,0.0,0.0,34.954727
167,100.0,0.0,0.0,0.0,37.49247
168,100.0,0.0,0.0,0.0,35.16957
169,100.0,0.0,0.0,0.0,36.758022
170,100.0,0.0,0.0,0.0,39.450954
171,100.0,0.0,0.0,0.0,37.83593
172,100.0,0.0,0.0,0.0,42.48097
173,100.0,0.0,0.0,0.0,37.172874
174,100.0,0.0,0.0,0.0,37.78413
175,100.0,0.0,0.0,0.0,37.346935
176,100.0,0.0,0.0,0.0,42.942295
177,100.0,0.0,0.0,0.0,34.673145
178,100.0,0.0,0.0,0.0,34.491596
