rank,current money,money earned by selling shares,money earned by payoff,money lost by buying shares,euclidean distance
1,124.3775,4.7509766,46.22443,26.5979,19.672134
2,113.30004,0.48046875,46.69824,33.878662,19.655369
3,111.15261,1.3085938,41.516636,31.672607,21.561234
4,107.23639,3.8847656,5.541072,2.1894531,21.212234
5,106.58356,0.0,75.109184,68.525635,20.94828
6,105.06664,0.21777344,45.413326,40.564453,21.48513
7,100.937744,0.21484375,0.7236357,7.324219E-4,21.633047
8,100.09981,0.0,0.0,0.0,18.163433
9,100.0,0.0,0.0,0.0,23.231403
10,100.0,0.0,0.0,0.0,18.858492
11,100.0,0.0,0.0,0.0,25.445913
12,100.0,0.0,0.0,0.0,21.295912
13,100.0,0.0,0.0,0.0,25.957008
14,100.0,0.0,0.0,0.0,19.866907
15,100.0,0.0,0.0,0.0,21.321133
16,100.0,0.0,0.0,0.0,21.707632
17,100.0,0.0,0.0,0.0,19.699394
18,100.0,0.0,0.0,0.0,20.491074
19,100.0,0.0,0.0,0.0,18.329132
20,100.0,0.0,0.0,0.0,23.993732
21,100.0,0.0,0.0,0.0,25.36141
22,100.0,0.0,0.0,0.0,23.329405
23,100.0,0.0,0.0,0.0,22.806597
24,100.0,0.0,0.0,0.0,19.475689
25,100.0,0.0,0.0,0.0,16.906519
26,100.0,0.0,0.0,0.0,20.198267
27,100.0,0.0,0.0,0.0,18.875582
28,100.0,0.0,0.0,0.0,18.151278
29,100.0,0.0,0.0,0.0,19.345846
30,100.0,0.0,0.0,0.0,15.654825
31,100.0,0.0,0.0,0.0,19.649641
32,100.0,0.0,0.0,0.0,26.025177
33,100.0,0.0,0.0,0.0,15.586325
34,100.0,0.0,0.0,0.0,22.127626
35,100.0,0.0,0.0,0.0,20.138807
36,100.0,0.0,0.0,0.0,22.107327
37,100.0,0.0,0.0,0.0,24.893055
38,100.0,0.0,0.0,0.0,23.910788
39,100.0,0.0,0.0,0.0,20.829817
40,100.0,0.0,0.0,0.0,19.76528
41,100.0,0.0,0.0,0.0,21.353281
42,100.0,0.0,0.0,0.0,16.56561
43,100.0,0.0,0.0,0.0,22.987942
