rank,current money,money earned by selling shares,money earned by payoff,money lost by buying shares,euclidean distance
1,12.794079,0.0,11.730101,4.787613,21.83089
2,11.771412,0.0,11.4019985,4.6375732,23.391163
3,11.115749,0.0,11.007481,1.7628174,24.243721
4,11.001123,0.0,10.679022,16.52829,35.97765
5,9.217364,0.0,8.895634,4.811249,24.573494
6,8.981794,0.0,7.90821,3.9408417,21.837921
7,8.797615,0.0,8.49694,2.775879,23.163813
8,8.697358,0.0,8.226826,4.8869324,24.34902
9,8.305517,0.0,8.166325,7.2715454,25.698792
10,8.266605,0.0,8.160923,3.8676147,19.525646
11,8.223766,0.0,7.78429,9.39473,22.21636
12,7.758509,0.0,7.5971637,3.675766,25.841297
13,7.744005,0.0,7.5366526,2.6002197,20.310034
14,7.6510935,0.0,7.628469,2.3248138,29.194258
15,7.600067,0.0,6.967182,10.329376,22.530827
16,7.2031584,0.0,7.170432,9.641113,21.63849
17,7.1126695,0.0,6.88949,5.5552826,24.846485
18,7.1067653,0.0,6.3917055,2.4280396,26.078304
19,7.086732,0.0,6.786655,1.8543549,24.247597
20,6.7959576,0.0,5.757177,3.7454224,22.844185
21,6.764107,0.0,5.9332914,2.1778564,25.569715
22,6.621309,0.0,5.116379,2.2562866,21.81411
23,6.5907335,0.0,6.3287582,4.132248,20.342403
24,6.5661173,0.0,6.414415,6.2871094,20.33389
25,6.5362487,0.0,5.5884795,7.2329254,20.878674
26,6.4702425,0.0,5.544503,1.9212875,22.559422
27,6.210514,0.0,5.3962917,3.3830414,26.362543
28,6.188757,0.0,5.8862143,2.849121,18.617966
29,6.173237,0.0,5.8939676,9.89769,22.578115
30,6.1321287,0.0,4.6655226,4.9841843,32.929573
31,6.0783944,0.0,5.8317943,0.97576904,34.690563
32,6.061921,0.0,5.838335,9.032806,20.64586
33,6.0044994,0.0,6.002501,4.8967285,24.435682
34,5.947181,0.0,5.7745857,4.508011,19.062859
35,5.795445,0.0,5.7108703,7.454071,23.755274
36,5.7545238,0.0,5.191616,5.588333,23.965864
37,5.7299776,0.0,5.6963778,10.333191,23.07426
38,5.6570635,0.0,5.116804,5.357559,24.524063
39,5.5636015,0.0,4.98015,7.0632935,26.86722
40,5.468916,0.0,5.0174513,1.4725037,32.162235
41,5.464868,0.0,5.2377768,3.1325226,29.332523
42,5.4641533,0.0,5.122018,4.970825,23.924496
43,5.424512,0.0,4.580904,1.1919022,27.05316
44,5.412677,0.0,4.916829,7.0419006,25.124294
45,5.375303,0.0,4.9917006,7.620331,24.682623
46,5.3627152,0.0,5.25038,4.1931305,21.55082
